Model_x,Release Date,model,MMLU,GSM8,Humanities,SocialSciences,STEM,Other,Longbench,Question,Model_y,Start Time,End Time,Acc,Right Possibility
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Who will win the World Series?,Baichuan2-7B-Base,2015-09-08,2015-11-02,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,When will Iran next launch a ballistic missile?,Baichuan2-7B-Base,2015-11-03,2015-11-21,1.0,0.7549
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Who will win the presidential election in Argentina?,Baichuan2-7B-Base,2015-09-08,2015-11-23,1.0,0.8625
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Joe Biden announce that he is running for President of the United States before Thanksgiving?,Baichuan2-7B-Base,2015-09-14,2015-11-26,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will there be an initial public offering on either the Shanghai Stock Exchange or the Shenzhen Stock Exchange before 1 January 2016?,Baichuan2-7B-Base,2015-09-01,2015-11-30,0.0,0.3775
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will NATO invite Montenegro to join the alliance before the end of the year?,Baichuan2-7B-Base,2015-10-05,2015-12-02,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the Export-Import Bank of the United States be re-authorized before 1 January 2016?,Baichuan2-7B-Base,2015-09-01,2015-12-04,1.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the United Socialist Party of Venezuela (PSUV) maintain its majority in Venezuela's National Assembly after the next legislative elections?,Baichuan2-7B-Base,2015-10-27,2015-12-06,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the US federal-funds rate be increased before the end of the year [2015]?,Baichuan2-7B-Base,2015-09-08,2015-12-16,1.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will both houses of Congress pass legislation lifting or relaxing the oil-export ban before 1 April 2016?,Baichuan2-7B-Base,2015-09-14,2015-12-18,0.0,0.3775
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"As of 31 December 2015, how many refugees and migrants will UNHCR report as having arrived in Europe by sea?",Baichuan2-7B-Base,2015-09-21,2015-12-29,1.0,0.9937
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"What will be the lowest closing spot price for West Texas Intermediate crude oil, according to the US Energy Information Agency, between 14 September 2015 and 30 December 2015?",Baichuan2-7B-Base,2015-09-14,2015-12-30,0.0,0.0
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the US or its coalition partners declare a no-fly zone in Syria before the end of the year?,Baichuan2-7B-Base,2015-10-19,2015-12-31,1.0,0.6809
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Before the end of the year, will the Bank of Japan announce an increase in asset purchases under its quantitative easing program?",Baichuan2-7B-Base,2015-09-28,2015-12-31,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will there be a partial or full government shutdown in the United States before the end of the year?,Baichuan2-7B-Base,2015-09-28,2015-12-31,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Will a trilateral meeting take place between Chinese President Xi Jinping, Japanese Prime Minister Shinzo Abe, and South Korean President Park Geun-hye before 1 January 2016?",Baichuan2-7B-Base,2015-09-01,2015-12-31,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will there be a dissolution or suspension of the Northern Irish Assembly before the end of the year?,Baichuan2-7B-Base,2015-09-21,2015-12-31,1.0,0.6792
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Jurassic World (2015) pass Titanic (1997) to become the #2 all-time highest-grossing movie domestically by the end of the year?,Baichuan2-7B-Base,2015-09-14,2015-12-31,0.0,0.3775
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will OPEC announce any changes to its production quota before 1 January 2016?,Baichuan2-7B-Base,2015-09-01,2015-12-31,1.0,0.6225
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Will Montenegro's Milo Djukanovic resign, lose a vote of confidence, or cease to be Prime Minister before 1 January 2016?",Baichuan2-7B-Base,2015-11-10,2015-12-31,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will negotiations on the Regional Comprehensive Economic Partnership (RCEP) be completed before 1 January 2016?,Baichuan2-7B-Base,2015-10-27,2015-12-31,0.0,0.4378
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,How many of the BRIC countries will report positive annualised growth for the quarter ending in December 2015?,Baichuan2-7B-Base,2015-12-08,2016-01-01,0.0,0.1474
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,What will the end-of-day closing value for the dollar against the renminbi be on 1 January 2016?,Baichuan2-7B-Base,2015-09-01,2016-01-01,0.0,0.2941
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will North Korea conduct a nuclear test before 1 January 2017?,Baichuan2-7B-Base,2015-11-10,2016-01-06,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,How many seats in Taiwan's Legislative Yuan will the Democratic Progressive Party (DPP) win in January's elections?,Baichuan2-7B-Base,2015-09-28,2016-01-16,1.0,0.9808
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Will ""implementation day"" for the Iranian nuclear deal occur before Iran's legislative elections?",Baichuan2-7B-Base,2015-11-03,2016-01-16,1.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the IAEA verify that Iran's uranium stockpile has been reduced to less than 300 kg of low-enriched uranium before 1 June 2016?,Baichuan2-7B-Base,2015-10-02,2016-01-16,0.0,0.3191
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Iran release Jason Rezaian before 31 October 2016?,Baichuan2-7B-Base,2015-09-01,2016-01-16,0.0,0.4378
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will restrictions on Iran's access to SWIFT be lifted before 1 August 2016?,Baichuan2-7B-Base,2015-09-14,2016-01-17,0.0,0.4378
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Apple sell more than 75 million iPhones in its December quarter?,Baichuan2-7B-Base,2015-09-28,2016-01-26,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,How many new jobs will the US economy create in January 2016?,Baichuan2-7B-Base,2016-01-05,2016-01-31,0.0,0.3486
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Which Republican presidential candidate will win the Iowa caucuses on 1 February?,Baichuan2-7B-Base,2016-01-21,2016-02-01,1.0,0.3145
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Which Democratic presidential candidate will win the Iowa caucuses on 1 February?,Baichuan2-7B-Base,2016-01-21,2016-02-01,0.0,0.3726
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Donald Trump win Iowa's Republican caucus?,Baichuan2-7B-Base,2015-09-21,2016-02-02,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will California extend the current restriction on urban water use before it expires on 29 February 2016?,Baichuan2-7B-Base,2016-01-12,2016-02-02,0.0,0.4378
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Will North Korea launch a land based missile with the capacity to reach Alaska, Hawaii, or the continental United States before 1 January 2017?",Baichuan2-7B-Base,2015-09-01,2016-02-06,0.0,0.4378
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Which team will win the NFL’s Super Bowl in 2016?,Baichuan2-7B-Base,2015-11-24,2016-02-07,1.0,0.852
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Which Republican presidential candidate will win the New Hampshire primary on 9 February?,Baichuan2-7B-Base,2016-01-21,2016-02-09,0.0,0.2038
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Hillary Clinton win New Hampshire's Democratic primary?,Baichuan2-7B-Base,2015-09-21,2016-02-10,0.0,0.4378
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Which toy will win the Innovative Toy of the Year Award for 2016?,Baichuan2-7B-Base,2015-12-22,2016-02-12,1.0,0.985
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Who will be the next managing director of the IMF?,Baichuan2-7B-Base,2015-11-24,2016-02-19,1.0,0.9658
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Before 1 May 2016, will Britain set a date for a referendum on EU membership?",Baichuan2-7B-Base,2015-11-17,2016-02-20,0.0,0.4397
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Google's AlphaGo beat world champion Lee Sedol in the five-game Go match planned for March 2016?,Baichuan2-7B-Base,2016-02-02,2016-03-12,0.0,0.4378
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Which Republican presidential candidate will win the Ohio primary on 15 March?,Baichuan2-7B-Base,2016-03-04,2016-03-16,0.0,0.1018
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Which Republican presidential candidate will win the Florida primary on 15 March?,Baichuan2-7B-Base,2016-03-04,2016-03-16,0.0,0.2917
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the US or the UN impose any new sanctions on Iran before 18 October 2016?,Baichuan2-7B-Base,2016-02-09,2016-03-24,0.0,0.3225
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the US Justice Department file criminal charges against Volkswagen or any of its employees before 30 March 2016?,Baichuan2-7B-Base,2015-10-19,2016-03-29,1.0,0.6792
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Moody's downgrade South Africa's government issuer rating to B or below before 1 April 2016?,Baichuan2-7B-Base,2016-01-05,2016-03-30,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will a member of the National League for Democracy (NLD) take office as president of Myanmar before April 2016?,Baichuan2-7B-Base,2015-12-08,2016-03-30,0.0,0.3775
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Brazil's President Dilma Rousseff resign or be impeached before 1 April 2016?,Baichuan2-7B-Base,2015-09-08,2016-03-31,1.0,0.8176
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Will Vladimir Putin attend the Nuclear Security Summit in Washington, DC, in March 2016?",Baichuan2-7B-Base,2015-11-17,2016-03-31,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will India win the 2016 ICC World Twenty20 cricket tournament?,Baichuan2-7B-Base,2015-12-15,2016-03-31,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Before April 2016, will the French Army or Foreign Legion deploy combat troops to fight the Islamic State on the ground in Syria or Iraq?",Baichuan2-7B-Base,2015-12-08,2016-03-31,1.0,0.7295
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,How many Eritrean citizens will apply for asylum in Europe for the first time in the first quarter of 2016?,Baichuan2-7B-Base,2016-01-12,2016-04-01,0.0,0.2689
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Which team will win the 2016 NCAA Division I Men's Basketball Championship?,Baichuan2-7B-Base,2016-03-28,2016-04-05,0.0,0.3381
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Iran host a head of state or head of government from one of the G7 countries on an official visit before 1 July 2016?,Baichuan2-7B-Base,2015-09-08,2016-04-12,1.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Winds of Winter be released before Season 6 of Game of Thrones airs?,Baichuan2-7B-Base,2015-10-05,2016-04-24,1.0,0.6225
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Haiti hold run-off presidential elections as scheduled on 24 April 2016?,Baichuan2-7B-Base,2016-04-05,2016-04-24,0.0,0.3775
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will conservatives retain their majority in the Majles after Iran's upcoming parliamentary elections?,Baichuan2-7B-Base,2015-12-15,2016-04-29,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will local elections be held in the city of Donetsk before 1 May 2016?,Baichuan2-7B-Base,2016-01-19,2016-04-30,1.0,1.0
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the closing spot price for a barrel of Brent crude oil dip below $20.00 before 1 May 2016?,Baichuan2-7B-Base,2016-02-16,2016-04-30,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the government of Colombia and the FARC sign a final peace agreement before 1 May 2016?,Baichuan2-7B-Base,2016-02-02,2016-04-30,0.0,0.4359
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will either of the following parties be part of the ruling coalition after Spain's upcoming elections?,Baichuan2-7B-Base,2015-10-05,2016-05-03,0.0,0.4394
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,When will John Kasich drop out of the race for the Republican presidential nomination?,Baichuan2-7B-Base,2016-03-18,2016-05-04,0.0,0.0
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,When will Ted Cruz drop out of the race for the Republican presidential nomination?,Baichuan2-7B-Base,2016-03-18,2016-05-04,0.0,0.0
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Who will be the next mayor of London?,Baichuan2-7B-Base,2016-01-19,2016-05-05,1.0,0.982
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Will ""Captain America: Civil War"" gross more in its opening weekend in the US than ""Batman vs. Superman: Dawn of Justice"" did?",Baichuan2-7B-Base,2016-04-12,2016-05-08,1.0,0.6792
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Who will win the upcoming Philippine presidential election?,Baichuan2-7B-Base,2016-02-16,2016-05-09,1.0,0.7084
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the expanded Panama Canal open to shipping before 15 May 2016?,Baichuan2-7B-Base,2015-11-17,2016-05-15,0.0,0.4378
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Will a candidate included on the ""List of Hope"" or the ""People's Expert's List"" be elected as the next chairman of Iran's Assembly of Experts?",Baichuan2-7B-Base,2016-04-19,2016-05-24,1.0,0.8824
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,What will be the average number of Bitcoin transactions per day in the first week of June 2016?,Baichuan2-7B-Base,2015-09-28,2016-06-01,0.0,0.0
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,When will Paul Ryan formally endorse Donald Trump for president?,Baichuan2-7B-Base,2016-05-20,2016-06-02,1.0,0.9613
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Keiko Fujimori win Peru's upcoming presidential election?,Baichuan2-7B-Base,2016-03-08,2016-06-05,1.0,0.7311
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Which team will win the 2015-2016 NBA Finals?,Baichuan2-7B-Base,2016-03-28,2016-06-19,0.0,0.4026
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Afghanistan's Parliament confirm a Minister of Defense before 1 July 2016?,Baichuan2-7B-Base,2015-11-24,2016-06-20,0.0,0.4378
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will a majority of voters in Britain's upcoming referendum elect to remain in the European Union?,Baichuan2-7B-Base,2016-03-01,2016-06-23,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Will the conviction of Adnan Syed, featured on the ""Serial"" podcast, be overturned before the end of 2016?",Baichuan2-7B-Base,2015-09-14,2016-06-30,0.0,0.3208
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"What will happen to the European Union's sectoral sanctions against Russia, currently set to expire in July 2016?",Baichuan2-7B-Base,2016-05-24,2016-07-01,1.0,0.8872
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Before 1 July 2016, will South Korea announce that the Terminal High-Altitude Area Defense (THAAD) missile defense system will be deployed on the Korean Peninsula?",Baichuan2-7B-Base,2016-04-05,2016-07-01,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Iran agree to cap its oil output before 1 July 2016?,Baichuan2-7B-Base,2016-03-15,2016-07-01,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Syrian government forces retake the city of Aleppo before 1 July 2016?,Baichuan2-7B-Base,2016-03-01,2016-07-01,1.0,0.5622
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Russia conduct a naval exercise in the Western Hemisphere with a Central or South American country before 1 July 2016?,Baichuan2-7B-Base,2016-01-12,2016-07-01,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will either the Palestinian Authority or Israel announce a halt in security cooperation before 1 July 2016?,Baichuan2-7B-Base,2015-11-10,2016-07-01,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will President Putin meet with Prime Minister Abe in Japan before 1 July 2016?,Baichuan2-7B-Base,2015-10-27,2016-07-01,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will the EU lift visa requirements for Turkish citizens before July 2016?,Baichuan2-7B-Base,2016-05-10,2016-07-01,1.0,0.6225
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will any disputes over IAEA access to Iranian sites be referred to the Joint Commission before 1 July 2016?,Baichuan2-7B-Base,2015-10-02,2016-07-01,1.0,0.7311
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,When will Germany announce that it is limiting the total number of asylum seekers or refugees that it will accept?,Baichuan2-7B-Base,2016-02-09,2016-07-01,1.0,0.9579
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"In 2016 will the Permanent Court of Arbitration rule that China's ""nine-dash line"" is contrary to the UN Convention on the Law of the Sea (UNCLOS)?",Baichuan2-7B-Base,2016-03-22,2016-07-12,0.0,0.1801
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Indiana Governor Mike Pence (R) be re-elected this November?,Baichuan2-7B-Base,2016-06-03,2016-07-15,0.0,0.5
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Will Donald Trump pick one of the former candidates for the Republican nomination as his vice presidential running mate?,Baichuan2-7B-Base,2016-05-20,2016-07-15,1.0,0.6792
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Will the Republican candidate for president win the party's nomination on the first ballot, at the party's convention in July?",Baichuan2-7B-Base,2016-01-21,2016-07-18,0.0,0.3208
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Who will win the Republican Party nomination for the US presidential election?,Baichuan2-7B-Base,2015-11-17,2016-07-20,1.0,0.6043
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,When will clinical human trials for a Zika vaccine begin?,Baichuan2-7B-Base,2016-03-22,2016-07-22,1.0,0.9648
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Who will Hillary Clinton pick as her vice presidential running mate?,Baichuan2-7B-Base,2016-07-08,2016-07-23,0.0,0.0072
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,Who will win the Democratic Party nomination for the US presidential election?,Baichuan2-7B-Base,2016-01-21,2016-07-25,1.0,0.8772
Baichuan2-7B-Base,2023-08-24,Baichuan2-7B-Base,54.0,24.4,46.87,58.73,42.63,58.9,16.32,"Before 1 August 2016, will the International Monetary Fund (IMF) approve release of the next tranche of its loan to Ukraine?",Baichuan2-7B-Base,2016-06-21,2016-07-31,0.0,0.5
