Model_x,Release Date,model,MMLU,GSM8,Humanities,SocialSciences,STEM,Other,Longbench,Question,Model_y,Start Time,End Time,Acc,Right Possibility
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-12-29. When will Rishi Sunak cease to be prime minister of the United Kingdom?,gpt4_0613,2023-12-29,2024-07-05,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-02-23. What will be the national average price of a gallon of gasoline on 3 July 2024, according to the American Automobile Association (AAA)?",gpt4_0613,2024-02-23,2024-07-03,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-12-08. Who will be sworn in as the next prime minister of the Netherlands?,gpt4_0613,2023-12-08,2024-07-02,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-11-24. When will a new Dutch government be sworn in?,gpt4_0613,2023-11-24,2024-07-02,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-06-07. Will Donald Trump be sentenced to serve time in prison for his New York state conviction on falsifying business records?,gpt4_0613,2024-06-07,2024-07-02,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-12-22. How many total vessels will transit through the Suez Canal in the first calendar quarter of 2024?,gpt4_0613,2023-12-22,2024-04-01,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-03-01. What will be the spot exchange rate value of the Chinese yuan renminbi to one US dollar on 28 June 2024?,gpt4_0613,2024-03-01,2024-06-28,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-04-03. How many total vehicles will Tesla deliver to customers in the second quarter of 2024?,gpt4_0613,2024-04-03,2024-07-01,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-01-26. Will India lift its ban on the export of white rice from the country before 2 July 2024?,gpt4_0613,2024-01-26,2024-07-02,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-03-01. What will be the yield for US 10-year Treasury securities on 28 June 2024?,gpt4_0613,2024-03-01,2024-06-28,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-09-29. Between 29 September 2023 and 30 June 2024, will the UN Security Council increase the number of troops authorized in Somalia after 30 June 2024 under the mandate for the African Union Transition Mission in Somalia (ATMIS)?",gpt4_0613,2023-09-29,2024-06-28,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-11-17. In NetChoice, LLC v. Paxton, will the Supreme Court rule that the viewpoint-based censorship restrictions (Section 7) in Texas' social media censorship law (HB 20) complies with the First Amendment?",gpt4_0613,2023-11-17,2024-07-01,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-10-20. Before 1 July 2024, will NATO or a NATO member state publicly accuse Russia of attacking a crewed, non-Ukrainian-flagged vessel in the Black Sea outside of Ukrainian and Russian territorial waters?",gpt4_0613,2023-10-20,2024-07-01,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-10-06. When will NATO and/or a NATO member state publicly accuse Republic of Serbia national military forces and/or law enforcement of either entering Kosovo without authorization or firing a weapon or weapons into Kosovo?,gpt4_0613,2023-10-06,2024-07-01,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-05-31. What will be the average Air Quality Index value in New Delhi, India, in June 2024?",gpt4_0613,2024-05-31,2024-06-30,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2022-09-23. Before 1 July 2024, will the US, IAEA, and/or a UN agency publicly state that it believes it more likely than not that Iran possesses a nuclear weapon capable of being detonated?",gpt4_0613,2022-09-23,2024-07-01,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-03-08. In Trump v. US, will the Supreme Court rule that Donald Trump is immune from prosecution in his appeal from the US Court of Appeals for the District of Columbia (DC Circuit)?",gpt4_0613,2024-03-08,2024-07-01,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-06-02. Before 1 July 2024, will the Scottish Parliament vote in the affirmative for early elections?",gpt4_0613,2023-06-02,2024-07-01,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-04-13. Will the World Health Organization (WHO) declare a new Public Health Emergency of International Concern (PHEIC) before 1 July 2024?,gpt4_0613,2023-04-13,2024-07-01,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-12-08. Which cricket team will win the 2024 Men's T20 World Cup Final?,gpt4_0613,2023-12-08,2024-06-29,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-12-29. In NY Times v. Microsoft/OpenAI, will a federal court issue any injunctive relief for the NY Times against any named defendant related to the use of its copyrighted materials to train large language models (LLMs) before 29 June 2024?",gpt4_0613,2023-12-29,2024-06-29,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-03-29. Will former Brazilian President Jair Bolsonaro be arrested by public authorities before 29 June 2024?,gpt4_0613,2024-03-29,2024-06-29,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-03-01. What will be the closing value of the S&P 500 Index on 28 June 2024?,gpt4_0613,2024-03-01,2024-06-28,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-12-22. In Fischer v. United States, will the Supreme Court rule that 18 U.S.C. § 1512(c), which prohibits obstruction of congressional inquiries and investigations, can be used to prosecute Joseph Fischer for his actions in the riot at the US Capitol on 6 January 2021?",gpt4_0613,2023-12-22,2024-06-28,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-09-22. In Loper Bright Enterprises v. Raimondo, will the Supreme Court explicitly overrule Chevron U.S.A. v. Natural Resources Defense Council (Chevron), which requires courts to defer to federal agency interpretations of statutes?",gpt4_0613,2023-09-22,2024-06-28,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-01-26. In City of Grants Pass v. Johnson, will the Supreme Court rule that the City's enforcement of its ban on public camping against homeless people violated the Eighth Amendment's bar against cruel and unusual punishment?",gpt4_0613,2024-01-26,2024-06-28,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-05-24. Will ""Bronny"" James be drafted in the 2024 NBA Draft?",gpt4_0613,2024-05-24,2024-06-27,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-03-01. What will be the weekly average interest rate for 30-year fixed rate mortgages in the US for the week ending 27 June 2024?,gpt4_0613,2024-03-01,2024-06-27,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-10-06. In Harrington v. Purdue Pharma L.P., will the Supreme Court rule that a bankruptcy court could approve OxyContin-maker Purdue Pharma's reorganization plan, which includes nonconsensual, nondebtor releases?",gpt4_0613,2023-10-06,2024-06-27,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-12-29. In Murthy v. Missouri, will the Supreme Court rule that any of the federal government's actions regarding social media content moderation violated the First Amendment?",gpt4_0613,2023-12-29,2024-06-26,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-01-05. In what place will Rep. Lauren Boebert come in the 2024 Republican primary for Colorado's 4th Congressional District?,gpt4_0613,2024-01-05,2024-06-25,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-11-17. Which NHL hockey team will win the 2024 Stanley Cup Final?,gpt4_0613,2023-11-17,2024-06-24,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-10-27. What will be the annualized rate of US housing starts for May 2024?,gpt4_0613,2023-10-27,2024-06-01,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-11-10. In Moore v. United States, will the Supreme Court rule that the Mandatory Repatriation Tax (MRT) is unconstitutional as to the Moores?",gpt4_0613,2023-11-10,2024-06-20,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-04-05. Will Serbia notify the Secretary General of the Council of Europe of its intention to withdraw from the organization before 18 June 2024?,gpt4_0613,2024-04-05,2024-06-18,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-11-10. Which team will win the 2024 NBA Finals?,gpt4_0613,2023-11-10,2024-06-18,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-04-17. What will be the US domestic box office gross in the opening weekend for Inside Out 2, according to Box Office Mojo?",gpt4_0613,2024-04-17,2024-06-15,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-03-06. When will Marianne Williamson cease to be a candidate for the 2024 Democratic nomination for US president?,gpt4_0613,2024-03-06,2024-06-11,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-12-22. What will be the annual inflation rate in Argentina in May 2024?,gpt4_0613,2023-12-22,2024-06-01,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-02-09. Will Tesla shareholders vote on changing the company's state of incorporation from Delaware to Texas or elsewhere before 31 August 2024?,gpt4_0613,2024-02-09,2024-06-13,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2023-10-11. Before 13 June 2024, will the Federal Reserve announce a cut in the US federal funds rate?",gpt4_0613,2023-10-11,2024-06-13,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-02-02. At close of business on 12 June 2024, will the upper limit of the Federal Reserve's target range for the federal funds rate be lower, the same, or higher than it was at close of business on 1 May 2024?",gpt4_0613,2024-02-02,2024-06-12,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-04-10. What will be the Federal Reserve's median projection for personal consumption expenditures (PCE) inflation for 2024 in its June 2024 projection materials?,gpt4_0613,2024-04-10,2024-06-12,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-01-12. What will President Biden's approval rating be as of 7 June 2024, according to FiveThirtyEight?",gpt4_0613,2024-01-12,2024-06-07,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-02-02. What percentage of the vote will the Alliance for the Unity of Romanians (Alianța pentru Unirea Românilor, or AUR) party list win in the 2024 European Parliament (EP) elections?",gpt4_0613,2024-02-02,2024-06-09,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-05-10. What will be voter turnout in France for the 2024 European Parliamentary elections?,gpt4_0613,2024-05-10,2024-06-09,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-03-22. Will Swiss voters reject the ""Federal Law on a Secure Power Supply with Renewable Energies"" by referendum in 2024?",gpt4_0613,2024-03-22,2024-06-09,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-03-15. When will the European Central Bank (ECB) announce a reduction to its ""Deposit facility"" interest rate?",gpt4_0613,2024-03-15,2024-06-06,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-04-12. Before 15 June 2024, will the International Atomic Energy Agency (IAEA) Board of Governors adopt a new resolution or other instrument calling for better cooperation from Iran regarding its nuclear program?",gpt4_0613,2024-04-12,2024-06-05,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-12-04. Will the Japanese House of Representatives be dissolved before 5 June 2024?,gpt4_0613,2023-12-04,2024-06-05,1,1
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-11-14. How many seats in the Lok Sabha will the National Democratic Alliance (NDA) win in the next Indian general election?,gpt4_0613,2023-11-14,2024-04-19,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2024-01-05. Who will win the Democratic primary for the US Senate election for New Jersey in 2024?,gpt4_0613,2024-01-05,2024-06-04,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-11-13. What percentage of the vote will the MORENA party candidate win in the next Mexican general election?,gpt4_0613,2023-11-13,2024-06-02,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-11-13. How many National Assembly seats will the African National Congress (ANC) win in the 2024 South African general election?,gpt4_0613,2023-11-13,2024-05-29,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,This Question is proposed on 2023-09-22. Which football (soccer) club will win the 2023-24 UEFA Champions League final?,gpt4_0613,2023-09-22,2024-06-01,0,0
gpt4_0613,2023-06-13,gpt4_0613,,,,,,,,"This Question is proposed on 2024-05-03. What will be the average Air Quality Index value in New Delhi, India, in May 2024?",gpt4_0613,2024-05-03,2024-05-31,0,0
