Model_x,Release Date,model,MMLU,GSM8,Humanities,SocialSciences,STEM,Other,Longbench,Question,Model_y,Start Time,End Time,Acc,Right Possibility
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-09-08. In Consumer Financial Protection Bureau (CFPB) v. Community Financial Services Association of America, Limited, will the Supreme Court rule that the funding mechanism for the CFPB is unconstitutional?",Qwen1.5-110b-chat,2023-09-08,2024-05-16,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-15. Who will win the Democratic primary for the US Senate election for Maryland in 2024?,Qwen1.5-110b-chat,2024-03-15,2024-05-14,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-15. Which country will win Eurovision 2024?,Qwen1.5-110b-chat,2024-03-15,2024-05-11,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-04-12. Will Ohio legislation changing the deadline for the Democratic Party to certify its candidates for president and vice president for the 2024 presidential election ballot become law before 10 May 2024?,Qwen1.5-110b-chat,2024-04-12,2024-05-10,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-11-10. Before 10 May 2024, will Travis Kelce and Taylor Swift announce or acknowledge that they are engaged to be married?",Qwen1.5-110b-chat,2023-11-10,2024-05-10,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-11-10. Who will win the 2024 NBA Most Valuable Player Award?,Qwen1.5-110b-chat,2023-11-10,2024-05-08,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2024-03-20. Before 20 July 2024, will a Georgia appellate court agree to hear an appeal from Donald Trump and/or any of his codefendants related to the trial court's decision to not disqualify District Attorney Fani Willis and/or not dismiss the criminal indictments against them?",Qwen1.5-110b-chat,2024-03-20,2024-05-08,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-01-29. When will the US publicly announce that it will resume additional funding for the United Nations Relief and Works Agency for Palestine Refugees in the Near East (UNRWA)?,Qwen1.5-110b-chat,2024-01-29,2024-05-07,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-07-28. Who will win the 2024 Panamanian presidential election?,Qwen1.5-110b-chat,2023-07-28,2024-05-05,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-04-24. How far will the Nashville Predators advance in the 2024 Stanley Cup Playoffs?,Qwen1.5-110b-chat,2024-04-24,2024-05-04,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-10-13. When will ExxonMobil's merger with Pioneer Natural Resources close?,Qwen1.5-110b-chat,2023-10-13,2024-05-03,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-11-03. Will the Caribbean Community (CARICOM) or a CARICOM member state other than Guyana accuse Venezuela of sending military ground forces into Guyana without its permission before 3 May 2024?,Qwen1.5-110b-chat,2023-11-03,2024-05-03,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-08-11. What will be the US civilian unemployment rate (U3) for April 2024?,Qwen1.5-110b-chat,2023-08-11,2024-05-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-09-15. What will be the water level of Panama Canal reservoir Gatun Lake on 1 May 2024?,Qwen1.5-110b-chat,2023-09-15,2024-05-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2022-09-23. How many international visitor arrivals to the US will there be in 2023?,Qwen1.5-110b-chat,2022-09-23,2024-01-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-02-17. What will be total value of US/China trade in goods (exports plus imports) in the first quarter of (Q1) 2024 as compared to the Q1 2023?,Qwen1.5-110b-chat,2023-02-17,2024-04-01,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-12-15. At close of business on 1 May 2024, will the upper limit of the Federal Reserve's target range for the federal funds rate be lower, the same, or higher than it was at close of business on 20 March 2024?",Qwen1.5-110b-chat,2023-12-15,2024-05-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2024-03-22. Before 13 June 2024, will the Federal Reserve announce a change in the total cap of assets that run off its balance sheet each month?",Qwen1.5-110b-chat,2024-03-22,2024-05-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2024-03-29. What will be the average Air Quality Index value in New Delhi, India, in April 2024?",Qwen1.5-110b-chat,2024-03-29,2024-04-30,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-11-03. Will territory in any Ukrainian oblast that borders Belarus cease to be under Ukrainian control before 1 May 2024, according to the Institute for the Study of War?",Qwen1.5-110b-chat,2023-11-03,2024-05-01,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-09-15. Before 1 May 2024, will Russia or Belarus detonate a nuclear device outside of Russian and Belarusian territory or airspace?",Qwen1.5-110b-chat,2023-09-15,2024-05-01,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-09-15. Between 15 September 2023 and 30 April 2024, will Russia or Belarus publicly announce that it has moved a nuclear weapon or weapons into Ukraine?",Qwen1.5-110b-chat,2023-09-15,2024-05-01,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2024-01-19. Between 19 January 2024 and 30 August 2024, will Donald Trump be found in contempt of court by a judge presiding over any US criminal proceedings for which he is a defendant?",Qwen1.5-110b-chat,2024-01-19,2024-04-30,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-02-16. Which pick overall will be highest for a non-quarterback in the 2024 NFL Draft?,Qwen1.5-110b-chat,2024-02-16,2024-04-25,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-02-16. Will the Chicago Bears make the first overall pick for the 2024 NFL Draft?,Qwen1.5-110b-chat,2024-02-16,2024-04-25,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. What will be the US annual real GDP growth rate for the first quarter of 2024?,Qwen1.5-110b-chat,2023-12-01,2024-04-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-08. When will new federal legislation enabling the executive branch to ban or prohibit TikTok from operating in the US become law?,Qwen1.5-110b-chat,2024-03-08,2024-04-24,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-10-27. When will the closing price for Brent crude oil next reach or exceed $130.00 per barrel?,Qwen1.5-110b-chat,2023-10-27,2024-04-23,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-10-20. Will an attack on a US diplomatic facility outside of the US result in either a fatality or the capture of one or more US personnel at the facility before 20 April 2024?,Qwen1.5-110b-chat,2023-10-20,2024-04-20,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-01-19. When will US legislation appropriating at least $1 billion of new funding for government and/or military assistance to Ukraine become law?,Qwen1.5-110b-chat,2024-01-19,2024-04-19,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-09-29. Before 1 October 2024, will the Israeli Defense Forces (IDF) execute a military strike within the territory of Iran?",Qwen1.5-110b-chat,2023-09-29,2024-04-19,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-11-10. Before 19 April 2024, will the United States renew or extend its general license as issued on 18 October 2023 authorizing transactions related to oil or gas operations in Venezuela?",Qwen1.5-110b-chat,2023-11-10,2024-04-17,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-10-20. When will the US Secretary of Defense and the Minister of National Defense of China next hold a bilateral meeting?,Qwen1.5-110b-chat,2023-10-20,2024-04-16,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-11-24. What will be the gigawatts (GW) of photovoltaic (PV) electrical capacity installed in the world in 2023, according to the International Energy Agency (IEA)?",Qwen1.5-110b-chat,2023-11-24,2024-03-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-11-27. When will Israel publicly announce that all Israeli citizens captured in the attack in southern Israel in early October 2023 have either been freed or are dead?,Qwen1.5-110b-chat,2023-11-27,2024-04-16,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2024-03-08. As of 15 April 2024, how many members of the Alliance of Sahel States (AoSS) will have notice in place that they wish to leave the Economic Community of West African States (ECOWAS)?",Qwen1.5-110b-chat,2024-03-08,2024-04-15,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-11-13. What will be the percentage change in the world's GDP in 2024 relative to the world's GDP in 2023, according to the IMF in April 2024?",Qwen1.5-110b-chat,2023-11-13,2024-04-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-10-27. What will be China's annual GDP growth rate for the first quarter of 2024?,Qwen1.5-110b-chat,2023-10-27,2024-04-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-01-24. Will total global corporate investment in AI in 2023 reach or exceed $300 billion, according to the Artificial Intelligence Index?",Qwen1.5-110b-chat,2023-01-24,2024-01-01,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-07. Will Ariel Henry cease to be recognized by the US as the sole acting president and prime minister of Haiti before 18 April 2024?,Qwen1.5-110b-chat,2024-03-07,2024-04-13,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. How many total vehicles will be sold in the US in the first quarter of 2024?,Qwen1.5-110b-chat,2023-12-01,2024-04-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-10-13. What will be the average daily crude oil production by Saudi Arabia in the first quarter of 2024?,Qwen1.5-110b-chat,2023-10-13,2024-04-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-04-01. Which college basketball team will win the 2024 Men's NCAA Tournament?,Qwen1.5-110b-chat,2024-04-01,2024-04-08,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-02-26. What percentage of the vote will Nikki Haley receive in the 2024 New York Republican presidential primary?,Qwen1.5-110b-chat,2024-02-26,2024-04-02,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-04-02. Which college basketball team will win the 2024 Women's NCAA Tournament?,Qwen1.5-110b-chat,2024-04-02,2024-04-07,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-02-23. How far will the Iowa Hawkeyes advance in the 2024 NCAA Division I Women's Basketball Tournament?,Qwen1.5-110b-chat,2024-02-23,2024-04-07,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-09-01. Between the weeks ending 2 September 2023 and 30 March 2024, what will be the highest weekly number of COVID-19 new hospital admissions in the US?",Qwen1.5-110b-chat,2023-09-01,2024-03-31,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-02-02. Will the No Labels organization select a 2024 US presidential candidate before 15 June 2024?,Qwen1.5-110b-chat,2024-02-02,2024-04-04,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. What will be the US civilian unemployment rate (U3) for March 2024?,Qwen1.5-110b-chat,2023-12-01,2024-04-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. What will be the spot price per barrel for West Texas Intermediate (WTI) crude oil on 28 March 2024?,Qwen1.5-110b-chat,2023-12-01,2024-03-28,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. How many job openings in the US will the Bureau of Labor Statistics (BLS) report for February 2024?,Qwen1.5-110b-chat,2023-12-01,2024-03-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-07-07. How many job openings in the US will the Bureau of Labor Statistics (BLS) report for February 2024?,Qwen1.5-110b-chat,2023-07-07,2024-03-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-18. Which basketball team will win the Regional 3/Portland in the 2024 Women's NCAA Tournament?,Qwen1.5-110b-chat,2024-03-18,2024-04-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-18. Which basketball team will win the Regional 2/Albany in the 2024 Women's NCAA Tournament?,Qwen1.5-110b-chat,2024-03-18,2024-04-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. What will be the spot exchange rate value of the US dollar to one euro on 28 March 2024?,Qwen1.5-110b-chat,2023-12-01,2024-03-28,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-10-06. Will the city council building in Melitopol, Ukraine, be under Ukrainian control on 1 April 2024, according to the Institute for the Study of War?",Qwen1.5-110b-chat,2023-10-06,2024-04-01,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-02. What will be the price of bitcoin on 31 March 2024?,Qwen1.5-110b-chat,2023-12-02,2024-03-31,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-10-06. When will the leaders of China, Japan, and South Korea next hold a trilateral meeting in person?",Qwen1.5-110b-chat,2023-10-06,2024-04-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-08-25. When will the Council of the European Union (Council) declare a ""Union alert"" triggering a mandatory, EU-wide reduction in natural gas consumption?",Qwen1.5-110b-chat,2023-08-25,2024-04-01,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-18. Which basketball team will win the Regional 4/Portland in the 2024 Women's NCAA Tournament?,Qwen1.5-110b-chat,2024-03-18,2024-03-31,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-18. Which basketball team will win the Regional 1/Albany in the 2024 Women's NCAA Tournament?,Qwen1.5-110b-chat,2024-03-18,2024-03-31,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-18. Which basketball team will win the Midwest Regional in the 2024 Men's NCAA Tournament?,Qwen1.5-110b-chat,2024-03-18,2024-03-31,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-18. Which basketball team will win the South Regional in the 2024 Men's NCAA Tournament?,Qwen1.5-110b-chat,2024-03-18,2024-03-31,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-18. Which basketball team will win the West Regional in the 2024 Men's NCAA Tournament?,Qwen1.5-110b-chat,2024-03-18,2024-03-30,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-03-18. Which basketball team will win the East Regional in the 2024 Men's NCAA Tournament?,Qwen1.5-110b-chat,2024-03-18,2024-03-30,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-01-12. Will the International Court of Justice (ICJ) indicate provisional measures for Israel to suspend its military operations in the Gaza Strip before 30 March 2024?,Qwen1.5-110b-chat,2024-01-12,2024-03-30,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-10-27. Will the State of California again permit Cruise LLC to operate autonomous vehicles without backup/safety drivers on public roads before 30 March 2024?,Qwen1.5-110b-chat,2023-10-27,2024-03-30,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-22. When will Mediterranean Shipping Company (MSC) announce that its ships will again transit the Suez Canal?,Qwen1.5-110b-chat,2023-12-22,2024-03-29,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. What will be the closing value of the S&P 500 Index on 28 March 2024?,Qwen1.5-110b-chat,2023-12-01,2024-03-28,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-04-12. What percentage of global central bank allocated currency reserves be in US dollars in the fourth quarter of 2023?,Qwen1.5-110b-chat,2023-04-12,2024-01-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-11-10. For how long will Sam Bankman-Fried be sentenced to serve in prison for his November 2023 federal criminal convictions?,Qwen1.5-110b-chat,2023-11-10,2024-03-28,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2024-03-13. Who will Robert F. Kennedy, Jr. announce as his running mate in the 2024 US presidential election?",Qwen1.5-110b-chat,2024-03-13,2024-03-26,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2022-11-14. Will more international overnight visitors from China visit Dubai in 2023 than did in 2019, according to the Dubai Department of Economy and Tourism?",Qwen1.5-110b-chat,2022-11-14,2024-01-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. What will be the yield for US 10-year Treasury securities on 22 March 2024?,Qwen1.5-110b-chat,2023-12-01,2024-03-22,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-02-16. Will a first or second seed team in the 2024 NCAA Division I Women's Basketball Tournament lose in either the first or second round?,Qwen1.5-110b-chat,2024-02-16,2024-03-24,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-02-09. Will Senegal hold a presidential election in 2024?,Qwen1.5-110b-chat,2024-02-09,2024-03-24,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-02-16. Will a first or second seed team in the 2024 NCAA Division I Men's Basketball Tournament lose in the first round?,Qwen1.5-110b-chat,2024-02-16,2024-03-22,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. What will be the weekly average interest rate for 30-year fixed rate mortgages in the US for the week ending 21 March 2024?,Qwen1.5-110b-chat,2023-12-01,2024-03-21,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-06-30. Before 21 March 2024, will the Federal Reserve announce a cut in the US federal funds rate?",Qwen1.5-110b-chat,2023-06-30,2024-03-21,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-11-03. At close of business on 20 March 2024, will the upper limit of the Federal Reserve's target range for the federal funds rate be lower, the same, or higher than it was at close of business on 31 January 2024?",Qwen1.5-110b-chat,2023-11-03,2024-03-20,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-11-03. Which candidate will win the 2024 Indonesian presidential election?,Qwen1.5-110b-chat,2023-11-03,2024-02-14,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-01-12. Who will win the Republican primary for the US Senate election for Ohio in 2024?,Qwen1.5-110b-chat,2024-01-12,2024-03-19,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2022-09-28. How many passenger cars will be produced in the EU in 2023?,Qwen1.5-110b-chat,2022-09-28,2024-01-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. What will be the annualized rate of US housing starts for February 2024?,Qwen1.5-110b-chat,2023-12-01,2024-03-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-07-28. Who will win the next Russian presidential election?,Qwen1.5-110b-chat,2023-07-28,2024-03-17,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-09-22. In Lindke v. Freed, will the Supreme Court rule that City Manager James Freed violated Kevin Lindke's First Amendment rights by blocking Lindke on his Facebook page?",Qwen1.5-110b-chat,2023-09-22,2024-03-15,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2024-01-10. Before 20 April 2024, will a US court either 1) rule that District Attorney Fani Willis and/or special prosecutor Nathan Wade are disqualified from prosecuting any or all defendants in the Georgia criminal case against Donald Trump and/or any of his codefendants, or 2) dismiss any of those indictments due to purported impropriety by Willis and/or Wade?",Qwen1.5-110b-chat,2024-01-10,2024-03-15,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-15. Will the Israeli Defense Forces (IDF) invade Lebanon with tanks and/or armored vehicles before 15 March 2024?,Qwen1.5-110b-chat,2023-12-15,2024-03-15,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-09-11. Which 2024 Republican presidential candidate will win the most pledged delegates for the Republican National Convention?,Qwen1.5-110b-chat,2023-09-11,2024-03-13,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-09-22. What will be the lowest reported Antarctic sea ice extent in 2024 as of 12 March 2024?,Qwen1.5-110b-chat,2023-09-22,2024-03-12,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2023-12-01. What will be the 12-month percentage change in the US Consumer Price Index (CPI) for February 2024?,Qwen1.5-110b-chat,2023-12-01,2024-03-01,0,0
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,"This Question is proposed on 2023-12-11. Before 11 March 2024, will Egypt officially allow Palestinian refugees from the Gaza Strip who are not foreign nationals of a UN member state to enter Egypt?",Qwen1.5-110b-chat,2023-12-11,2024-03-11,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-02-09. Which country will win the 2024 Concacaf W Gold Cup?,Qwen1.5-110b-chat,2024-02-09,2024-03-10,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-01-24. Which film will win the 2024 Oscar for Best Actor?,Qwen1.5-110b-chat,2024-01-24,2024-03-10,1,1
Qwen1.5-110b-chat,2024-04-25,Qwen1.5-110b-chat,,,,,,,,This Question is proposed on 2024-01-24. Which film will win the 2024 Oscar for Best Actress?,Qwen1.5-110b-chat,2024-01-24,2024-03-10,0,0
