Model_x,Release Date,model,MMLU,GSM8,Humanities,SocialSciences,STEM,Other,Longbench,Question,Model_y,Start Time,End Time,Acc,Right Possibility
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How many total vehicles will be sold in the US in 2023?,gpt4_1106,2022-12-23,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 28 January 2024, will West Virginia Senator Joe Manchin register with the FEC to run for US president in 2024?",gpt4_1106,2023-07-14,2024-01-28,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How many total Southwest Land Border Encounters will be reported in the US from October 2023 through December 2023 by US Customs and Border Protection (CBP)?,gpt4_1106,2023-09-29,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How will Donald Trump and Nikki Haley perform in the 2024 New Hampshire Republican primary?,gpt4_1106,2024-01-16,2024-01-23,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the US annual real GDP growth rate for the fourth quarter of 2023?,gpt4_1106,2023-02-24,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How many more total Supercharger stations will Tesla report globally for the fourth quarter of 2023 as compared to the fourth quarter of 2022?,gpt4_1106,2023-06-16,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How many total vehicles will Tesla deliver to customers in 2023?,gpt4_1106,2022-10-21,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"How many employed persons in the US will be members of unions in 2023, according to the Bureau of Labor Statistics (BLS)?",gpt4_1106,2023-04-21,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,In how many US jurisdictions will Donald Trump have any criminal charges outstanding as of the day before the 2024 New Hampshire Republican primary?,gpt4_1106,2023-06-16,2024-01-23,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the closing value of the US dollar/Russian ruble exchange rate on 19 January 2024?,gpt4_1106,2023-07-14,2024-01-19,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What percentage of the labour force in British Columbia (BC) will be comprised of landed immigrants in 2023?,gpt4_1106,2022-11-25,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the total number of housing starts in the US in 2023?,gpt4_1106,2022-09-28,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the monthly percentage change in US retail sales for December 2023?,gpt4_1106,2023-08-18,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be China's annual GDP growth rate for the fourth quarter of 2023?,gpt4_1106,2023-08-04,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Will the ""natural growth rate"" of the population of China in 2023 be negative?",gpt4_1106,2023-11-17,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the estimated 12-month forward earnings of the S&P 500 on 29 December 2023? - 2023,gpt4_1106,2023-04-12,2023-12-29,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,When will US legislation appropriating new funding for government and/or military assistance to Ukraine become law?,gpt4_1106,2023-10-20,2024-01-16,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will Sen. Robert Menendez and/or Rep. George Santos cease to hold their respective seats in the US Congress before 15 January 2024?,gpt4_1106,2023-10-20,2024-01-15,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Between 22 September 2023 and 14 January 2024, will Donald Trump be found in contempt of court by a judge presiding over any US criminal proceedings for which he is a defendant?",gpt4_1106,2023-09-22,2024-01-15,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will Donald Trump cease to be a candidate for the 2024 Republican nomination for US president before 15 January 2024?,gpt4_1106,2023-07-28,2024-01-15,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will Bernardo Arévalo be inaugurated as President of Guatemala before 16 January 2024?,gpt4_1106,2023-11-10,2024-01-15,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will federal legislation waiving Section 230 immunity with regard to the use of generative artificial intelligence (AI) become law before 12 January 2024?,gpt4_1106,2023-06-23,2024-01-12,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will a UN member state other than the US and Gulf Cooperation Council (GCC) members publicly acknowledge that it executed a military strike from the air or sea against a ground target within the territory of Yemen before 1 March 2024?,gpt4_1106,2023-12-15,2024-01-12,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will the United States publicly acknowledge that it executed a military strike from the air or sea against a ground target within the territory of Yemen before 1 March 2024?,gpt4_1106,2023-12-15,2024-01-12,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Between 1 October 2023 and 31 December 2023, how many total fatalities will occur in Somalia due to conflicts and protests, according to ACLED?",gpt4_1106,2023-09-29,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Between 1 October 2023 and 31 December 2023, how many total violent conflict events will occur in Northern Mali, according to ACLED?",gpt4_1106,2023-09-29,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the 12-month percentage change in the US Consumer Price Index (CPI) for December 2023?,gpt4_1106,2022-11-04,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will Presidents Claudine Gay of Harvard University and/or Sally Kornbluth of the Massachusetts Institute of Technology (MIT) cease to be the presidents of their respective institutions before 11 January 2024?,gpt4_1106,2023-12-11,2024-01-11,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,When will new federal legislation enabling the executive branch to ban or prohibit TikTok from operating in the US become law?,gpt4_1106,2023-03-24,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Will an end to diplomatic relations between Israel and Bahrain, Egypt, Jordan, Morocco, and/or the UAE be officially announced before 1 January 2024?",gpt4_1106,2023-10-13,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How many acres will be consumed by reported wildfires in the US in 2023?,gpt4_1106,2022-12-30,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Which team will win the 2024 College Football Playoff National Championship?,gpt4_1106,2023-11-10,2024-01-08,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Which NFL quarterback will throw for the most touchdowns in the 2023 regular season?,gpt4_1106,2023-09-01,2024-01-07,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Which NFL team will win the AFC East division in the 2023 season?,gpt4_1106,2023-09-01,2024-01-07,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Will ""Barbie"" win more Golden Globes than ""Oppenheimer?""",gpt4_1106,2023-12-22,2024-01-07,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How many total refugees and migrants will arrive in Europe from around the Mediterranean Sea in 2023?,gpt4_1106,2023-04-13,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the spot price per barrel for West Texas Intermediate (WTI) crude oil on 29 December 2023?,gpt4_1106,2023-08-18,2023-12-29,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the US civilian unemployment rate (U3) for December 2023?,gpt4_1106,2023-05-19,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will the US civilian labor force participation rate be higher in December 2023 than it was in October 2023?,gpt4_1106,2023-08-18,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Between 6 January 2023 and 29 December 2023, what will be the highest four-week average of US field production of crude oil?",gpt4_1106,2023-01-06,2023-12-29,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What percentage of the labour force in British Columbia (BC) will be comprised of workers 55 years and older in December 2023?,gpt4_1106,2022-11-25,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Between November 2022 and December 2023, will workers 15 to 24 years old who are in the labour force of British Columbia (BC) comprise more than 14.6% of the total BC labour force in any month?",gpt4_1106,2022-11-25,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How many presidential campaign rallies will Donald Trump hold in early-voting states for the Republican nomination for president in the fourth quarter of 2023?,gpt4_1106,2022-12-16,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"When will Nikki Haley surpass either Ron DeSantis or Donald Trump in 2024 Republican presidential nomination support, according to RealClearPolitics?",gpt4_1106,2023-11-08,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How many job openings in the US will the Bureau of Labor Statistics (BLS) report for November 2023?,gpt4_1106,2023-08-18,2023-12-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the spot exchange rate value of US dollars to one euro on 29 December 2023?,gpt4_1106,2023-08-18,2023-12-29,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the price of bitcoin on 31 December 2023?,gpt4_1106,2023-08-18,2023-12-31,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"As of 1 January 2024, how many US states will have banned by law natural gas appliances in all new residential construction?",gpt4_1106,2023-05-16,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will UN-sanctioned national elections be held in Libya in 2023?,gpt4_1106,2023-04-28,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will the UN declare that a famine exists in any part of Yemen or a country in the Horn of Africa before 1 January 2024?,gpt4_1106,2023-04-21,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Will the Supreme Court of Israel outright strike down the 2023 amendment to Basic Law: The Judiciary regarding the ""reasonableness"" standard?",gpt4_1106,2023-08-18,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will the full US House of Representatives vote on impeaching President Joe Biden before 1 January 2024?,gpt4_1106,2023-09-15,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will the US Federal Aviation Administration (FAA) authorize SpaceX to launch a third flight of Starship Super Heavy before 1 January 2024?,gpt4_1106,2023-11-24,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Will the US National Mediation Board (NMB) report that a ""cooling off"" period has begun for an airline pilot union and a major airline engaged in contract negotiations before 1 January 2024?",gpt4_1106,2023-05-26,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will there be a complex coordinated terrorist attack (CCTA) in continental Europe either directed or executed by one or more Saheli jihadist groups resulting in at least five fatalities before 1 January 2024?,gpt4_1106,2023-04-14,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 1 January 2024, will American journalist Evan Gershkovich leave Russia?",gpt4_1106,2023-07-14,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,How many of the 50 largest commercial banks in the US will fail in 2023?,gpt4_1106,2023-03-10,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will federal legislation reducing or eliminating clean hydrogen and/or carbon sequestration tax credits become law before 1 January 2024?,gpt4_1106,2023-05-16,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 1 January 2024, will Disney publicly announce an agreement to sell all of its ownership stake in the streaming service Hulu?",gpt4_1106,2023-03-03,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 1 January 2024, will all four reactor units at the Barakah nuclear power plant have begun commercial operation?",gpt4_1106,2023-02-02,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 1 January 2024, will the presidents of Russia and Ukraine meet in person?",gpt4_1106,2023-01-06,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will there be a shutdown of the US federal government in 2023?,gpt4_1106,2023-01-13,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 1 January 2024, will Rishi Sunak cease to be prime minister of the United Kingdom?",gpt4_1106,2022-10-28,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,When will a new parliamentary election be called in Canada?,gpt4_1106,2023-02-01,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"When will a ride-hailing service open to the public, which uses autonomous vehicles, be launched and/or tested on public roads in Dubai with passengers?",gpt4_1106,2022-11-08,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 1 January 2024, will a nuclear device be detonated somewhere in the world?",gpt4_1106,2022-10-28,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will Dina Boluarte cease to be the president of Peru before 1 January 2024?,gpt4_1106,2023-01-27,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 1 January 2024, will Taiwan publicly accuse the People's Republic of China of landing military personnel on the Pratas Islands without authorization?",gpt4_1106,2023-01-06,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 1 January 2024, will negotiations on a China-Gulf Cooperation Council (GCC) free trade agreement be completed?",gpt4_1106,2022-12-30,2024-01-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Will there be a lethal confrontation between the national military forces, militia, and/or law enforcement personnel of India and the People's Republic of China before 1 January 2024?",gpt4_1106,2022-10-26,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Will the water level at Lake Powell fall below the minimum power pool elevation of 3,490 feet in 2023?",gpt4_1106,2022-12-23,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will elections for the Kurdistan Parliament be held in 2023?,gpt4_1106,2022-10-14,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will doctors attempt an organ xenotransplantation (organ transplant from a nonhuman animal to a human) on a live human patient in the European Union before 1 January 2024?,gpt4_1106,2022-02-04,2024-01-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Which NFL team will win the AFC North division in the 2023 season?,gpt4_1106,2023-09-01,2023-12-31,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the closing value of the S&P 500 Index on 29 December 2023?,gpt4_1106,2023-08-18,2023-12-29,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the closing yield for the Japanese 10-year bond on 29 December 2023?,gpt4_1106,2023-08-04,2023-12-29,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will a bitcoin exchange-traded fund (ETF) begin trading on a US exchange before 30 December 2023?,gpt4_1106,2023-06-30,2023-12-30,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the percentage change in the value of the MSCI Emerging Markets Index in 2023 as compared to 2022?,gpt4_1106,2023-04-12,2023-12-29,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"How many US states will have five or more public hydrogen fueling stations as of 29 December 2023, according to Alternative Fuels Data Center (AFDC)?",gpt4_1106,2022-10-25,2023-12-29,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the price per tonne of lithium carbonate in China on 29 December 2023?,gpt4_1106,2022-12-23,2023-12-29,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the value of Total Assets of the Federal Reserve as of 27 December 2023?,gpt4_1106,2023-04-21,2023-12-27,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the weekly average interest rate for 30-year fixed rate mortgages in the US for the week ending 28 December 2023?,gpt4_1106,2023-05-12,2023-12-28,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will happen next regarding the FDIC's standard maximum deposit insurance amount limit?,gpt4_1106,2023-03-17,2023-12-28,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Which NFL team will win the NFC North division in the 2023 season?,gpt4_1106,2023-09-01,2023-12-24,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 1 January 2024, will an OPEC member country announce that it will leave the organization?",gpt4_1106,2023-03-10,2023-12-21,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 15 January 2024, will a US court rule or state-level electoral authority announce that Donald Trump is ineligible to become president pursuant to Section 3 of the 14th Amendment?",gpt4_1106,2023-09-01,2023-12-19,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"What will President Biden’s approval rating be as of 15 December 2023, according to FiveThirtyEight?",gpt4_1106,2023-09-01,2023-12-15,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the yield for US 10-year Treasury securities on 15 December 2023?,gpt4_1106,2023-08-18,2023-12-15,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will there be a lethal confrontation between the national military forces and/or law enforcement of Russia and those of a NATO member state resulting in at least three fatalities before 16 December 2023?,gpt4_1106,2023-06-16,2023-12-16,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Will any territory in Crimea that was Russian-controlled before 24 February 2022 cease to be under ""Assessed Russian Control"" before 15 December 2023, according to the Institute for the Study of War (ISW)?",gpt4_1106,2023-08-04,2023-12-15,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Between 1 August 2023 and 30 November 2023, how many total fatalities will occur in Niger due to conflicts and protests, according to ACLED?",gpt4_1106,2023-08-04,2023-12-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the annual percentage change in the Consumer Price Index for the Emirate of Dubai in November 2023?,gpt4_1106,2023-02-02,2023-12-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Before 15 December 2023, will Tesla announce that Elon Musk has ceased or will cease to be the company's sole CEO?",gpt4_1106,2022-12-23,2023-12-15,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will COP28 result in an agreement that includes explicit language committing to phase out all fossil fuels for energy production by a specific date?,gpt4_1106,2023-11-17,2023-12-12,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"At close of business on 13 December 2023, will the upper limit of the Federal Reserve's target range for the federal funds rate be lower, the same, or higher than it was at close of business on 1 November 2023?",gpt4_1106,2023-07-28,2023-12-13,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Will the Israeli Defense Forces (IDF) invade Lebanon with tanks and/or armored vehicles before 13 December 2023?,gpt4_1106,2023-10-13,2023-12-13,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the 12-month percentage change in the US Consumer Price Index (CPI) for November 2023?,gpt4_1106,2023-08-18,2023-12-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the value of the US Consumer Price Index (CPI) for utility natural gas service in November 2023?,gpt4_1106,2023-05-26,2023-12-01,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the value of the US Consumer Price Index (CPI) for electricity in November 2023?,gpt4_1106,2023-05-26,2023-12-01,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,Which team will win the 2023 Major League Soccer (MLS) Cup final?,gpt4_1106,2023-08-25,2023-12-09,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,When will the United States announce the imposition of sanctions on any Israeli or Israelis for involvement in attacks against Palestinians in the West Bank?,gpt4_1106,2023-11-20,2023-12-05,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,When will Italy give written notice to China that it will terminate its agreement for the Belt and Road Initiative?,gpt4_1106,2023-05-12,2023-12-03,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"Will Twitter, Inc. file for bankruptcy in the US before 2 December 2023?",gpt4_1106,2022-11-18,2023-12-02,1,1
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"What will be the value for the informal US dollar to Argentine peso exchange rate (aka ""blue dollar"" rate) on 30 November 2023?",gpt4_1106,2023-05-19,2023-11-30,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,What will be the weekly average interest rate for 30-year fixed rate mortgages in the US for the week ending 30 November 2023?,gpt4_1106,2023-08-18,2023-11-30,0,0
gpt4_1106,2023-11-06,gpt4_1106,,,,,,,,"How many total hurricanes will occur in the Atlantic Ocean in the 2023 hurricane season, according to the National Hurricane Center?",gpt4_1106,2023-05-12,2023-12-01,1,1
